"CombPer","Cap","IWB","ODB","TotCap","Power"
80.0,39.2,16.0,16.0,31.6,5.6
80.0,39.2,16.0,18.0,31.6,5.7
80.0,39.2,16.0,20.0,31.6,5.81
80.0,39.2,16.0,21.0,31.6,5.86
80.0,39.2,16.0,23.0,31.6,5.97
80.0,39.2,16.0,25.0,31.6,6.36
80.0,39.2,16.0,27.0,31.6,6.78
80.0,39.2,16.0,29.0,31.6,7.21
80.0,39.2,16.0,31.0,31.6,7.67
80.0,39.2,16.0,33.0,31.6,8.15
80.0,39.2,16.0,35.0,31.6,8.66
80.0,39.2,16.0,37.0,31.6,9.2
80.0,39.2,16.0,39.0,31.6,9.76
80.0,39.2,18.0,10.0,36.7,6.24
80.0,39.2,18.0,12.0,36.7,6.35
80.0,39.2,18.0,14.0,36.7,6.47
80.0,39.2,18.0,16.0,36.7,6.59
80.0,39.2,18.0,18.0,36.7,6.72
80.0,39.2,18.0,20.0,36.7,6.85
80.0,39.2,18.0,21.0,36.7,6.91
80.0,39.2,18.0,23.0,36.7,7.25
80.0,39.2,18.0,25.0,36.7,7.74
80.0,39.2,18.0,27.0,36.7,8.26
80.0,39.2,18.0,29.0,36.7,8.8
80.0,39.2,18.0,31.0,36.7,9.38
80.0,39.2,18.0,33.0,36.7,9.98
80.0,39.2,18.0,35.0,36.7,10.6
80.0,39.2,18.0,37.0,36.7,11.3
80.0,39.2,18.0,39.0,36.7,12.0
80.0,39.2,19.0,10.0,39.2,6.72
80.0,39.2,19.0,12.0,39.2,6.85
80.0,39.2,19.0,14.0,39.2,6.97
80.0,39.2,19.0,16.0,39.2,7.1
80.0,39.2,19.0,18.0,39.2,7.24
80.0,39.2,19.0,20.0,39.2,7.38
80.0,39.2,19.0,21.0,39.2,7.46
80.0,39.2,19.0,23.0,39.2,7.94
80.0,39.2,19.0,25.0,39.2,8.49
80.0,39.2,19.0,27.0,39.2,9.06
80.0,39.2,19.0,29.0,39.2,9.66
80.0,39.2,19.0,31.0,39.2,10.29
80.0,39.2,19.0,33.0,39.2,11.0
80.0,39.2,19.0,35.0,39.2,11.7
80.0,39.2,19.0,37.0,39.2,12.4
80.0,39.2,19.0,39.0,39.2,13.2
80.0,39.2,20.0,10.0,41.7,7.22
80.0,39.2,20.0,12.0,41.7,7.35
80.0,39.2,20.0,14.0,41.7,7.49
80.0,39.2,20.0,16.0,41.7,7.63
80.0,39.2,20.0,18.0,41.7,7.78
80.0,39.2,20.0,20.0,41.7,7.93
80.0,39.2,20.0,21.0,41.7,8.1
80.0,39.2,20.0,23.0,41.7,8.67
80.0,39.2,20.0,25.0,41.7,9.26
80.0,39.2,20.0,27.0,41.7,9.89
80.0,39.2,20.0,29.0,41.7,10.56
80.0,39.2,20.0,31.0,41.7,11.3
80.0,39.2,20.0,33.0,41.7,12.0
80.0,39.2,20.0,35.0,41.7,12.8
80.0,39.2,20.0,37.0,41.7,13.6
80.0,39.2,20.0,39.0,41.7,14.5
80.0,39.2,22.0,10.0,46.8,8.23
80.0,39.2,22.0,12.0,46.8,8.38
80.0,39.2,22.0,14.0,46.8,8.54
80.0,39.2,22.0,16.0,46.8,8.71
80.0,39.2,22.0,18.0,46.8,8.88
80.0,39.2,22.0,20.0,46.8,9.2
80.0,39.2,22.0,21.0,46.8,9.53
80.0,39.2,22.0,23.0,46.8,10.21
80.0,39.2,22.0,25.0,46.8,10.9
80.0,39.2,22.0,27.0,46.8,11.7
80.0,39.2,22.0,29.0,46.8,12.5
80.0,39.2,22.0,31.0,46.8,13.3
80.0,39.2,22.0,33.0,46.8,14.2
80.0,39.2,22.0,35.0,46.8,15.1
80.0,39.2,22.0,37.0,46.8,16.1
80.0,39.2,22.0,39.0,46.8,17.2
80.0,39.2,24.0,10.0,51.9,9.27
80.0,39.2,24.0,12.0,51.9,9.44
80.0,39.2,24.0,14.0,51.9,9.63
80.0,39.2,24.0,16.0,51.9,9.81
80.0,39.2,24.0,18.0,51.9,10.01
80.0,39.2,24.0,20.0,51.9,10.7
80.0,39.2,24.0,21.0,51.9,11.1
80.0,39.2,24.0,23.0,51.9,11.9
80.0,39.2,24.0,25.0,51.9,12.7
80.0,39.2,24.0,27.0,51.9,13.6
80.0,39.2,24.0,29.0,51.9,14.6
80.0,39.2,24.0,31.0,51.1,15.1
80.0,39.2,24.0,33.0,50.3,15.7
80.0,39.2,24.0,35.0,49.6,16.3
80.0,39.2,24.0,37.0,48.8,16.8
80.0,39.2,24.0,39.0,48.0,17.4
70.0,34.3,14.0,10.0,23.1,3.9
70.0,34.3,14.0,12.0,23.1,3.96
70.0,34.3,14.0,14.0,23.1,4.02
70.0,34.3,14.0,16.0,23.1,4.09
70.0,34.3,14.0,18.0,23.1,4.15
70.0,34.3,14.0,20.0,23.1,4.22
70.0,34.3,14.0,21.0,23.1,4.26
70.0,34.3,14.0,23.0,23.1,4.33
70.0,34.3,14.0,25.0,23.1,4.41
70.0,34.3,14.0,27.0,23.1,4.66
70.0,34.3,14.0,29.0,23.1,4.95
70.0,34.3,14.0,31.0,23.1,5.25
70.0,34.3,14.0,33.0,23.1,5.56
70.0,34.3,14.0,35.0,23.1,5.89
70.0,34.3,14.0,37.0,23.1,6.23
70.0,34.3,14.0,39.0,23.1,6.6
70.0,34.3,16.0,10.0,27.6,4.63
70.0,34.3,16.0,12.0,27.6,4.7
70.0,34.3,16.0,14.0,27.6,4.78
70.0,34.3,16.0,16.0,27.6,4.87
70.0,34.3,16.0,18.0,27.6,4.95
70.0,34.3,16.0,20.0,27.6,5.04
70.0,34.3,16.0,21.0,27.6,5.09
70.0,34.3,16.0,23.0,27.6,5.18
70.0,34.3,16.0,25.0,27.6,5.39
70.0,34.3,16.0,27.0,27.6,5.73
70.0,34.3,16.0,29.0,27.6,6.09
70.0,34.3,16.0,31.0,27.6,6.47
70.0,34.3,16.0,33.0,27.6,6.87
70.0,34.3,16.0,35.0,27.6,7.29
70.0,34.3,16.0,37.0,27.6,7.73
70.0,34.3,16.0,39.0,27.6,8.2
70.0,34.3,18.0,10.0,32.1,5.4
70.0,34.3,18.0,12.0,32.1,5.5
70.0,34.3,18.0,14.0,32.1,5.59
70.0,34.3,18.0,16.0,32.1,5.69
70.0,34.3,18.0,18.0,32.1,5.8
70.0,34.3,18.0,20.0,32.1,5.91
70.0,34.3,18.0,21.0,32.1,5.96
70.0,34.3,18.0,23.0,32.1,6.09
70.0,34.3,18.0,25.0,32.1,6.49
70.0,34.3,18.0,27.0,32.1,6.92
70.0,34.3,18.0,29.0,32.1,7.37
70.0,34.3,18.0,31.0,32.1,7.84
70.0,34.3,18.0,33.0,32.1,8.33
70.0,34.3,18.0,35.0,32.1,8.85
70.0,34.3,18.0,37.0,32.1,9.4
70.0,34.3,18.0,39.0,32.1,9.98
70.0,34.3,19.0,10.0,34.3,5.81
70.0,34.3,19.0,12.0,34.3,5.91
70.0,34.3,19.0,14.0,34.3,6.01
70.0,34.3,19.0,16.0,34.3,6.12
70.0,34.3,19.0,18.0,34.3,6.24
70.0,34.3,19.0,20.0,34.3,6.36
70.0,34.3,19.0,21.0,34.3,6.42
70.0,34.3,19.0,23.0,34.3,6.64
70.0,34.3,19.0,25.0,34.3,7.09
70.0,34.3,19.0,27.0,34.3,7.56
70.0,34.3,19.0,29.0,34.3,8.05
70.0,34.3,19.0,31.0,34.3,8.57
70.0,34.3,19.0,33.0,34.3,9.11
70.0,34.3,19.0,35.0,34.3,9.69
70.0,34.3,19.0,37.0,34.3,10.3
70.0,34.3,19.0,39.0,34.3,10.9
70.0,34.3,20.0,10.0,36.5,6.22
70.0,34.3,20.0,12.0,36.5,6.33
70.0,34.3,20.0,14.0,36.5,6.45
70.0,34.3,20.0,16.0,36.5,6.57
70.0,34.3,20.0,18.0,36.5,6.69
70.0,34.3,20.0,20.0,36.5,6.82
70.0,34.3,20.0,21.0,36.5,6.89
70.0,34.3,20.0,23.0,36.5,7.22
70.0,34.3,20.0,25.0,36.5,7.71
70.0,34.3,20.0,27.0,36.5,8.22
70.0,34.3,20.0,29.0,36.5,8.76
70.0,34.3,20.0,31.0,36.5,9.33
70.0,34.3,20.0,33.0,36.5,9.93
70.0,34.3,20.0,35.0,36.5,10.57
70.0,34.3,20.0,37.0,36.5,11.2
70.0,34.3,20.0,39.0,36.5,11.9
70.0,34.3,22.0,10.0,41.0,7.07
70.0,34.3,22.0,12.0,41.0,7.2
70.0,34.3,22.0,14.0,41.0,7.33
70.0,34.3,22.0,16.0,41.0,7.47
70.0,34.3,22.0,18.0,41.0,7.62
70.0,34.3,22.0,20.0,41.0,7.77
70.0,34.3,22.0,21.0,41.0,7.89
70.0,34.3,22.0,23.0,41.0,8.45
70.0,34.3,22.0,25.0,41.0,9.03
70.0,34.3,22.0,27.0,41.0,9.64
70.0,34.3,22.0,29.0,41.0,10.29
70.0,34.3,22.0,31.0,41.0,11.0
70.0,34.3,22.0,33.0,41.0,11.7
70.0,34.3,22.0,35.0,41.0,12.4
70.0,34.3,22.0,37.0,41.0,13.2
70.0,34.3,22.0,39.0,41.0,14.1
70.0,34.3,24.0,10.0,45.5,7.95
70.0,34.3,24.0,12.0,45.5,8.1
70.0,34.3,24.0,14.0,45.5,8.25
70.0,34.3,24.0,16.0,45.5,8.41
70.0,34.3,24.0,18.0,45.5,8.58
70.0,34.3,24.0,20.0,45.5,8.81
70.0,34.3,24.0,21.0,45.5,9.13
70.0,34.3,24.0,23.0,45.5,9.78
70.0,34.3,24.0,25.0,45.5,10.46
70.0,34.3,24.0,27.0,45.5,11.2
70.0,34.3,24.0,29.0,45.5,11.9
70.0,34.3,24.0,31.0,45.5,12.7
70.0,34.3,24.0,33.0,45.5,13.6
70.0,34.3,24.0,35.0,45.5,14.5
70.0,34.3,24.0,37.0,45.5,15.4
70.0,34.3,24.0,39.0,45.5,16.4
60.0,29.4,14.0,10.0,19.8,3.39
60.0,29.4,14.0,12.0,19.8,3.44
60.0,29.4,14.0,14.0,19.8,3.49
60.0,29.4,14.0,16.0,19.8,3.54
60.0,29.4,14.0,18.0,19.8,3.6
60.0,29.4,14.0,20.0,19.8,3.65
60.0,29.4,14.0,21.0,19.8,3.68
60.0,29.4,14.0,23.0,19.8,3.74
60.0,29.4,14.0,25.0,19.8,3.81
60.0,29.4,14.0,27.0,19.8,3.94
60.0,29.4,14.0,29.0,19.8,4.18
60.0,29.4,14.0,31.0,19.8,4.42
60.0,29.4,14.0,33.0,19.8,4.68
60.0,29.4,14.0,35.0,19.8,4.95
60.0,29.4,14.0,37.0,19.8,5.23
60.0,29.4,14.0,39.0,19.8,5.53
60.0,29.4,16.0,10.0,23.7,3.98
60.0,29.4,16.0,12.0,23.7,4.04
60.0,29.4,16.0,14.0,23.7,4.11
60.0,29.4,16.0,16.0,23.7,4.17
60.0,29.4,16.0,18.0,23.7,4.24
60.0,29.4,16.0,20.0,23.7,4.31
60.0,29.4,16.0,21.0,23.7,4.35
60.0,29.4,16.0,23.0,23.7,4.43
60.0,29.4,16.0,25.0,23.7,4.51
60.0,29.4,16.0,27.0,23.7,4.78
60.0,29.4,16.0,29.0,23.7,5.07
60.0,29.4,16.0,31.0,23.7,5.38
60.0,29.4,16.0,33.0,23.7,5.7
60.0,29.4,16.0,35.0,23.7,6.04
60.0,29.4,16.0,37.0,23.7,6.4
60.0,29.4,16.0,39.0,23.7,6.77
60.0,29.4,18.0,10.0,27.5,4.61
60.0,29.4,18.0,12.0,27.5,4.68
60.0,29.4,18.0,14.0,27.5,4.76
60.0,29.4,18.0,16.0,27.5,4.84
60.0,29.4,18.0,18.0,27.5,4.93
60.0,29.4,18.0,20.0,27.5,5.02
60.0,29.4,18.0,21.0,27.5,5.06
60.0,29.4,18.0,23.0,27.5,5.16
60.0,29.4,18.0,25.0,27.5,5.36
60.0,29.4,18.0,27.0,27.5,5.7
60.0,29.4,18.0,29.0,27.5,6.06
60.0,29.4,18.0,31.0,27.5,6.44
60.0,29.4,18.0,33.0,27.5,6.83
60.0,29.4,18.0,35.0,27.5,7.25
60.0,29.4,18.0,37.0,27.5,7.69
60.0,29.4,18.0,39.0,27.5,8.15
60.0,29.4,19.0,10.0,29.4,4.93
60.0,29.4,19.0,12.0,29.4,5.02
60.0,29.4,19.0,14.0,29.4,5.1
60.0,29.4,19.0,16.0,29.4,5.19
60.0,29.4,19.0,18.0,29.4,5.29
60.0,29.4,19.0,20.0,29.4,5.38
60.0,29.4,19.0,21.0,29.4,5.43
60.0,29.4,19.0,23.0,29.4,5.54
60.0,29.4,19.0,25.0,29.4,5.82
60.0,29.4,19.0,27.0,29.4,6.19
60.0,29.4,19.0,29.0,29.4,6.59
60.0,29.4,19.0,31.0,29.4,7.0
60.0,29.4,19.0,33.0,29.4,7.44
60.0,29.4,19.0,35.0,29.4,7.9
60.0,29.4,19.0,37.0,29.4,8.38
60.0,29.4,19.0,39.0,29.4,8.89
60.0,29.4,20.0,10.0,31.3,5.27
60.0,29.4,20.0,12.0,31.3,5.36
60.0,29.4,20.0,14.0,31.3,5.45
60.0,29.4,20.0,16.0,31.3,5.55
60.0,29.4,20.0,18.0,31.3,5.65
60.0,29.4,20.0,20.0,31.3,5.76
60.0,29.4,20.0,21.0,31.3,5.81
60.0,29.4,20.0,23.0,31.3,5.92
60.0,29.4,20.0,25.0,31.3,6.3
60.0,29.4,20.0,27.0,31.3,6.71
60.0,29.4,20.0,29.0,31.3,7.14
60.0,29.4,20.0,31.0,31.3,7.59
60.0,29.4,20.0,33.0,31.3,8.07
60.0,29.4,20.0,35.0,31.3,8.57
60.0,29.4,20.0,37.0,31.3,9.1
60.0,29.4,20.0,39.0,31.3,9.66
60.0,29.4,22.0,10.0,35.1,5.96
60.0,29.4,22.0,12.0,35.1,6.06
60.0,29.4,22.0,14.0,35.1,6.17
60.0,29.4,22.0,16.0,35.1,6.29
60.0,29.4,22.0,18.0,35.1,6.41
60.0,29.4,22.0,20.0,35.1,6.53
60.0,29.4,22.0,21.0,35.1,6.59
60.0,29.4,22.0,23.0,35.1,6.85
60.0,29.4,22.0,25.0,35.1,7.32
60.0,29.4,22.0,27.0,35.1,7.8
60.0,29.4,22.0,29.0,35.1,8.31
60.0,29.4,22.0,31.0,35.1,8.85
60.0,29.4,22.0,33.0,35.1,9.42
60.0,29.4,22.0,35.0,35.1,10.01
60.0,29.4,22.0,37.0,35.1,10.6
60.0,29.4,22.0,39.0,35.1,11.3
60.0,29.4,24.0,10.0,39.0,6.68
60.0,29.4,24.0,12.0,39.0,6.8
60.0,29.4,24.0,14.0,39.0,6.92
60.0,29.4,24.0,16.0,39.0,7.06
60.0,29.4,24.0,18.0,39.0,7.19
60.0,29.4,24.0,20.0,39.0,7.33
60.0,29.4,24.0,21.0,39.0,7.41
60.0,29.4,24.0,23.0,39.0,7.87
60.0,29.4,24.0,25.0,39.0,8.41
60.0,29.4,24.0,27.0,39.0,8.98
60.0,29.4,24.0,29.0,39.0,9.58
60.0,29.4,24.0,31.0,39.0,10.2
60.0,29.4,24.0,33.0,39.0,10.9
60.0,29.4,24.0,35.0,39.0,11.6
60.0,29.4,24.0,37.0,39.0,12.3
60.0,29.4,24.0,39.0,39.0,13.1
